,Hora_Salida,Destino,Origen,Hora_Llegada,Desde,Name,Lat,Lon
0,01:15,YUL,MEX,07:25,4396,AMX,45.46561,-73.745299
1,06:01,DEN,MEX,15:12,6440,AMX,39.856121,-104.673641
2,06:01,JFK,MEX,14:30,16235,AMX,40.641235,-73.778263
3,06:01,LAS,MEX,14:14,10821,AMX,36.084026,-115.153889
4,06:01,LAX,MEX,10:15,6412,AMX,33.941562,-118.408412
5,06:01,MCO,MEX,15:26,19458,AMX,28.431205,-81.308008
6,06:01,MIA,MEX,16:01,28710,AMX,25.795814,-80.287169
7,06:01,ORD,MEX,15:45,9490,AMX,41.974166,-87.9073
8,06:01,SFO,MEX,10:50,9379,AMX,37.621313,-122.378988
9,06:30,CUN,MEX,10:05,7990,AMX,21.040358,-86.873455
10,06:30,DEN,MEX,15:12,6440,AMX,39.856121,-104.673641
11,06:30,JFK,MEX,14:30,16235,AMX,40.641235,-73.778263
12,06:30,LAS,MEX,12:25,9277,AMX,36.084026,-115.153889
13,06:30,LAX,MEX,11:10,6412,AMX,33.941562,-118.408412
14,06:30,ORD,MEX,16:18,17678,AMX,41.974166,-87.9073
15,06:30,SFO,MEX,16:05,9490,AMX,37.621313,-122.378988
16,07:00,DEN,MEX,14:27,6440,AMX,39.856121,-104.673641
17,07:00,JFK,MEX,14:30,16346,AMX,40.641235,-73.778263
18,07:00,LAS,MEX,12:25,10710,AMX,36.084026,-115.153889
19,07:00,LAX,MEX,11:10,6412,AMX,33.941562,-118.408412
20,07:00,MCO,MEX,15:26,12622,AMX,28.431205,-81.308008
21,07:00,MIA,MEX,16:01,10984,AMX,25.795814,-80.287169
22,07:00,ORD,MEX,14:25,9490,AMX,41.974166,-87.9073
23,07:00,SFO,MEX,16:05,9490,AMX,37.621313,-122.378988
24,07:10,MIA,MEX,11:30,10873,AMX,25.795814,-80.287169
25,07:15,JFK,MEX,13:00,9277,AMX,40.641235,-73.778263
26,07:20,DEN,MEX,17:38,7341,AMX,39.856121,-104.673641
27,07:20,LAS,MEX,14:14,9388,AMX,36.084026,-115.153889
28,07:20,LAX,MEX,09:25,6412,AMX,33.941562,-118.408412
29,07:20,SFO,MEX,14:27,9490,AMX,37.621313,-122.378988
30,07:30,CUN,MEX,10:56,5577,AMX,21.040358,-86.873455
31,07:30,JFK,MEX,18:17,28415,AMX,40.641235,-73.778263
32,07:30,LAX,MEX,22:40,33131,AMX,33.941562,-118.408412
33,08:00,CUN,MEX,11:34,4823,AMX,21.040358,-86.873455
34,08:00,JFK,MEX,18:17,28415,AMX,40.641235,-73.778263
35,08:00,LAS,MEX,12:25,12757,AMX,36.084026,-115.153889
36,08:00,LAX,MEX,16:05,24485,AMX,33.941562,-118.408412
37,08:00,MCO,MEX,20:01,34461,AMX,28.431205,-81.308008
38,08:40,JFK,MEX,21:45,8569,AMX,40.641235,-73.778263
39,09:00,LAS,MEX,11:28,9277,AMX,36.084026,-115.153889
40,09:00,LAX,MEX,16:05,13236,AMX,33.941562,-118.408412
41,09:00,ORD,MEX,13:25,9379,AMX,41.974166,-87.9073
42,09:00,SFO,MEX,12:11,9379,AMX,37.621313,-122.378988
43,09:05,DEN,MEX,19:14,16654,AMX,39.856121,-104.673641
44,09:05,JFK,MEX,17:35,18803,AMX,40.641235,-73.778263
45,09:05,MCO,MEX,17:28,19458,AMX,28.431205,-81.308008
46,09:05,MIA,MEX,17:03,25640,AMX,25.795814,-80.287169
47,09:05,ORD,MEX,17:06,14096,AMX,41.974166,-87.9073
48,09:05,SFO,MEX,19:30,10513,AMX,37.621313,-122.378988
49,09:15,MCO,MEX,13:30,9645,AMX,28.431205,-81.308008
50,09:20,JFK,MEX,15:20,8458,AMX,40.641235,-73.778263
51,09:25,CUN,MEX,13:04,6041,AMX,21.040358,-86.873455
52,09:25,JFK,MEX,18:17,28415,AMX,40.641235,-73.778263
53,09:25,LAX,MEX,18:12,33020,AMX,33.941562,-118.408412
54,09:25,ORD,MEX,21:47,29222,AMX,41.974166,-87.9073
55,09:35,DEN,MEX,17:38,8077,AMX,39.856121,-104.673641
56,09:35,LAX,MEX,12:03,6412,AMX,33.941562,-118.408412
57,09:35,SFO,MEX,16:32,9490,AMX,37.621313,-122.378988
58,10:00,MCO,MEX,01:05,9756,AMX,28.431205,-81.308008
59,10:00,ORD,MEX,20:38,25763,AMX,41.974166,-87.9073
60,10:05,JFK,MEX,22:34,14096,AMX,40.641235,-73.778263
61,10:20,HAV,MEX,14:05,5931,AMX,22.991455,-82.410321
62,10:35,CUN,MEX,14:05,4823,AMX,21.040358,-86.873455
63,10:35,LAX,MEX,18:12,33020,AMX,33.941562,-118.408412
64,10:35,ORD,MEX,21:47,28852,AMX,41.974166,-87.9073
65,10:40,LAX,MEX,17:58,24485,AMX,33.941562,-118.408412
66,11:00,MCO,MEX,01:05,9756,AMX,28.431205,-81.308008
67,11:05,LAX,MEX,16:05,23113,AMX,33.941562,-118.408412
68,11:05,MCO,MEX,00:07,19458,AMX,28.431205,-81.308008
69,11:05,ORD,MEX,20:09,17678,AMX,41.974166,-87.9073
70,11:30,CUN,MEX,14:55,4475,AMX,21.040358,-86.873455
71,11:30,DEN,MEX,22:05,28689,AMX,39.856121,-104.673641
72,11:30,LAS,MEX,21:21,32619,AMX,36.084026,-115.153889
73,11:30,LAX,MEX,18:12,33020,AMX,33.941562,-118.408412
74,11:30,MCO,MEX,22:58,34461,AMX,28.431205,-81.308008
75,11:30,SFO,MEX,23:50,30203,AMX,37.621313,-122.378988
76,11:50,DEN,MEX,19:14,8077,AMX,39.856121,-104.673641
77,11:50,JFK,MEX,20:10,16346,AMX,40.641235,-73.778263
78,11:50,MCO,MEX,20:01,12622,AMX,28.431205,-81.308008
79,11:50,MIA,MEX,00:35,25640,AMX,25.795814,-80.287169
80,11:50,ORD,MEX,20:09,9490,AMX,41.974166,-87.9073
81,11:50,SFO,MEX,22:37,9490,AMX,37.621313,-122.378988
82,12:05,MIA,MEX,16:20,5552,AMX,25.795814,-80.287169
83,12:25,CUN,MEX,15:50,4127,AMX,21.040358,-86.873455
84,12:25,JFK,MEX,23:55,27195,AMX,40.641235,-73.778263
85,12:25,MCO,MEX,00:07,34461,AMX,28.431205,-81.308008
86,12:30,LAS,MEX,14:35,9277,AMX,36.084026,-115.153889
87,12:30,LAX,MEX,18:18,8058,AMX,33.941562,-118.408412
88,12:35,LAX,MEX,17:58,24075,AMX,33.941562,-118.408412
89,12:40,DEN,MEX,22:05,29692,AMX,39.856121,-104.673641
90,12:40,LAS,MEX,21:21,31637,AMX,36.084026,-115.153889
91,12:40,LAX,MEX,21:20,23592,AMX,33.941562,-118.408412
92,12:40,SFO,MEX,23:50,25476,AMX,37.621313,-122.378988
93,13:00,CUN,MEX,20:55,14180,AMX,21.040358,-86.873455
94,13:15,JFK,MEX,22:32,33745,AMX,40.641235,-73.778263
95,13:15,LAX,MEX,22:40,19888,AMX,33.941562,-118.408412
96,13:15,ORD,MEX,20:38,17678,AMX,41.974166,-87.9073
97,13:20,DEN,MEX,22:10,8077,AMX,39.856121,-104.673641
98,13:20,JFK,MEX,21:51,14096,AMX,40.641235,-73.778263
99,13:20,MCO,MEX,20:59,10984,AMX,28.431205,-81.308008
100,13:20,MIA,MEX,00:35,10984,AMX,25.795814,-80.287169
101,13:20,ORD,MEX,21:13,9490,AMX,41.974166,-87.9073
102,13:20,SFO,MEX,22:37,9490,AMX,37.621313,-122.378988
103,13:30,CUN,MEX,17:00,3605,AMX,21.040358,-86.873455
104,13:30,MAD,MEX,13:45,64640,AMX,40.498324,-3.567469
105,13:50,MCO,MEX,18:05,5653,AMX,28.431205,-81.308008
106,13:55,LAX,MEX,16:15,6412,AMX,33.941562,-118.408412
107,14:00,CUN,MEX,20:55,8192,AMX,21.040358,-86.873455
108,14:20,ORD,MEX,21:47,9490,AMX,41.974166,-87.9073
109,14:40,CUN,MEX,18:05,3373,AMX,21.040358,-86.873455
110,14:40,MAD,MEX,13:45,64640,AMX,40.498324,-3.567469
111,15:00,CUN,MEX,20:55,8192,AMX,21.040358,-86.873455
112,15:00,JFK,MEX,20:54,5429,AMX,40.641235,-73.778263
113,15:25,YUL,MEX,21:45,4396,AMX,45.46561,-73.745299
114,15:30,CUN,MEX,19:00,4127,AMX,21.040358,-86.873455
115,15:30,MAD,MEX,13:45,64640,AMX,40.498324,-3.567469
116,15:40,DEN,MEX,22:05,6440,AMX,39.856121,-104.673641
117,15:40,JFK,MEX,05:35,14096,AMX,40.641235,-73.778263
118,15:40,LAS,MEX,21:21,10821,AMX,36.084026,-115.153889
119,15:40,LAX,MEX,21:20,8058,AMX,33.941562,-118.408412
120,15:40,SFO,MEX,23:50,9490,AMX,37.621313,-122.378988
121,16:00,MCO,MEX,00:07,9756,AMX,28.431205,-81.308008
122,16:00,MIA,MEX,00:35,10984,AMX,25.795814,-80.287169
123,16:00,ORD,MEX,23:44,9379,AMX,41.974166,-87.9073
124,16:30,ORD,MEX,23:59,9379,AMX,41.974166,-87.9073
125,16:45,LAX,MEX,19:08,6412,AMX,33.941562,-118.408412
126,17:00,ORD,MEX,23:59,9379,AMX,41.974166,-87.9073
127,17:30,CUN,MEX,20:55,4823,AMX,21.040358,-86.873455
128,17:40,YYZ,MEX,23:30,4893,AMX,43.677764,-79.624959
129,18:10,JFK,MEX,00:10,8458,AMX,40.641235,-73.778263
130,18:25,BCN,MEX,17:05,37807,AMX,41.297781,2.08353
131,18:30,CUN,MEX,22:00,4475,AMX,21.040358,-86.873455
132,18:30,SFO,MEX,21:45,9379,AMX,37.621313,-122.378988
133,18:45,BCN,MEX,16:25,37758,AMX,41.297781,2.08353
134,18:45,MAD,MEX,12:30,37561,AMX,40.498324,-3.567469
135,18:45,MUC,MEX,17:35,26128,AMX,48.353598,11.775135
136,18:50,HAV,MEX,22:45,8143,AMX,22.991455,-82.410321
137,19:00,CUN,MEX,22:25,3837,AMX,21.040358,-86.873455
138,19:00,JFK,MEX,12:10,27084,AMX,40.641235,-73.778263
139,19:00,MCO,MEX,13:19,34461,AMX,28.431205,-81.308008
140,19:00,MIA,MEX,23:20,5245,AMX,25.795814,-80.287169
141,19:00,ORD,MEX,13:16,28546,AMX,41.974166,-87.9073
142,19:30,CUN,MEX,23:00,3373,AMX,21.040358,-86.873455
143,19:30,DEN,MEX,19:06,28689,AMX,39.856121,-104.673641
144,19:30,JFK,MEX,12:10,27084,AMX,40.641235,-73.778263
145,19:30,MCO,MEX,13:19,34461,AMX,28.431205,-81.308008
146,19:30,MIA,MEX,15:59,26028,AMX,25.795814,-80.287169
147,19:30,ORD,MEX,13:16,28218,AMX,41.974166,-87.9073
148,19:30,SFO,MEX,17:36,30203,AMX,37.621313,-122.378988
149,19:40,LAS,MEX,10:15,9388,AMX,36.084026,-115.153889
150,19:40,LAX,MEX,22:00,7025,AMX,33.941562,-118.408412
151,20:00,CUN,MEX,14:20,14180,AMX,21.040358,-86.873455
152,20:00,JFK,MEX,14:30,16235,AMX,40.641235,-73.778263
153,20:00,LAS,MEX,14:13,10821,AMX,36.084026,-115.153889
154,20:00,LAX,MEX,10:15,6412,AMX,33.941562,-118.408412
155,20:00,SFO,MEX,10:50,9379,AMX,37.621313,-122.378988
156,21:00,CUN,MEX,14:20,8192,AMX,21.040358,-86.873455
157,21:00,DEN,MEX,15:14,4599,AMX,39.856121,-104.673641
158,21:00,JFK,MEX,14:30,8569,AMX,40.641235,-73.778263
159,21:00,LAS,MEX,14:13,5191,AMX,36.084026,-115.153889
160,21:00,LAX,MEX,10:15,6412,AMX,33.941562,-118.408412
161,21:00,ORD,MEX,16:16,9490,AMX,41.974166,-87.9073
162,21:00,SFO,MEX,10:50,9379,AMX,37.621313,-122.378988
163,21:35,CUN,MEX,00:55,3605,AMX,21.040358,-86.873455
164,21:35,DEN,MEX,15:14,28689,AMX,39.856121,-104.673641
165,21:35,JFK,MEX,12:10,27084,AMX,40.641235,-73.778263
166,21:35,MCO,MEX,13:19,34461,AMX,28.431205,-81.308008
167,21:35,MIA,MEX,15:59,26028,AMX,25.795814,-80.287169
168,21:35,ORD,MEX,13:16,28546,AMX,41.974166,-87.9073
169,21:35,SFO,MEX,17:36,30203,AMX,37.621313,-122.378988
170,21:55,MUC,MEX,19:15,26147,AMX,48.353598,11.775135
171,22:00,CUN,MEX,14:20,9876,AMX,21.040358,-86.873455
172,22:00,DEN,MEX,15:14,4599,AMX,39.856121,-104.673641
173,22:00,JFK,MEX,14:30,9388,AMX,40.641235,-73.778263
174,22:00,LAS,MEX,14:13,4373,AMX,36.084026,-115.153889
175,22:00,LAX,MEX,10:15,6412,AMX,33.941562,-118.408412
176,22:00,MIA,MEX,15:59,9756,AMX,25.795814,-80.287169
177,22:00,ORD,MEX,15:00,9490,AMX,41.974166,-87.9073
178,22:00,SFO,MEX,10:50,9379,AMX,37.621313,-122.378988
179,23:30,MUC,MEX,19:15,26147,AMX,48.353598,11.775135
180,23:55,BCN,MEX,22:55,37807,AMX,41.297781,2.08353
181,23:55,YYZ,MEX,05:55,4893,AMX,43.677764,-79.624959
182,04:50,BCN, MEX,12:50,21084,AVI,41.297781,2.08353
183,04:50,DEN, MEX,16:49,19231,AVI,39.856121,-104.673641
184,04:50,HAV, MEX,12:00,15680,AVI,22.991455,-82.410321
185,04:50,JFK, MEX,01:30,7508,AVI,40.641235,-73.778263
186,04:50,LAS, MEX,15:50,20132,AVI,36.084026,-115.153889
187,04:50,LAX, MEX,11:10,11138,AVI,33.941562,-118.408412
188,04:50,MIA, MEX,11:40,10524,AVI,25.795814,-80.287169
189,04:50,MUC, MEX,16:32,10420,AVI,48.353598,11.775135
190,04:50,SFO, MEX,00:15,7850,AVI,37.621313,-122.378988
191,04:50,YUL, MEX,17:15,20784,AVI,45.46561,-73.745299
192,04:50,YYZ, MEX,13:50,11996,AVI,43.677764,-79.624959
193,05:00,BCN, MEX,09:15,20265,AVI,41.297781,2.08353
194,05:00,JFK, MEX,01:30,25392,AVI,40.641235,-73.778263
195,05:00,MAD, MEX,05:00,19754,AVI,40.498324,-3.567469
196,05:00,MIA, MEX,00:30,16173,AVI,25.795814,-80.287169
197,05:00,MUC, MEX,11:25,18238,AVI,48.353598,11.775135
198,08:20,BCN, MEX,12:50,29209,AVI,41.297781,2.08353
199,08:20,MAD, MEX,10:50,28902,AVI,40.498324,-3.567469
200,08:20,MUC, MEX,17:25,29497,AVI,48.353598,11.775135
201,08:35,BCN, MEX,12:50,21554,AVI,41.297781,2.08353
202,08:35,LAS, MEX,21:57,26192,AVI,36.084026,-115.153889
203,08:35,MAD, MEX,12:25,20839,AVI,40.498324,-3.567469
204,08:35,SFO, MEX,00:15,15355,AVI,37.621313,-122.378988
205,10:05,BCN, MEX,12:50,21084,AVI,41.297781,2.08353
206,10:05,DEN, MEX,10:01,19231,AVI,39.856121,-104.673641
207,10:05,LAS, MEX,21:57,20132,AVI,36.084026,-115.153889
208,10:05,LAX, MEX,18:25,11138,AVI,33.941562,-118.408412
209,10:05,MAD, MEX,12:25,20572,AVI,40.498324,-3.567469
210,10:05,SFO, MEX,00:15,10790,AVI,37.621313,-122.378988
211,13:40,MUC, MEX,16:32,32074,AVI,48.353598,11.775135
212,13:50,BCN, MEX,12:50,20265,AVI,41.297781,2.08353
213,13:50,JFK, MEX,02:50,25690,AVI,40.641235,-73.778263
214,13:50,MAD, MEX,12:25,19754,AVI,40.498324,-3.567469
215,13:50,MIA, MEX,00:30,12837,AVI,25.795814,-80.287169
216,13:50,MUC, MEX,16:32,12282,AVI,48.353598,11.775135
217,13:50,YJB, MEX,18:40,20265,AVI,41.3789,2.14
218,13:50,YYZ, MEX,13:50,36496,AVI,43.677764,-79.624959
219,16:45,LAX, MEX,11:10,23286,AVI,33.941562,-118.408412
220,16:45,YYZ, MEX,13:50,21442,AVI,43.677764,-79.624959
221,16:50,DEN, MEX,10:12,23919,AVI,39.856121,-104.673641
222,16:50,JFK, MEX,01:30,8191,AVI,40.641235,-73.778263
223,16:50,LAX, MEX,11:10,14748,AVI,33.941562,-118.408412
224,16:50,MCO, MEX,12:20,23235,AVI,28.431205,-81.308008
225,16:50,MIA, MEX,11:40,12292,AVI,25.795814,-80.287169
226,16:50,MUC, MEX,16:32,18573,AVI,48.353598,11.775135
227,16:50,SFO, MEX,00:15,12837,AVI,37.621313,-122.378988
228,16:50,YUL, MEX,16:45,24311,AVI,45.46561,-73.745299
229,16:50,YYZ, MEX,13:50,14890,AVI,43.677764,-79.624959
230,18:30,HAV, MEX,11:45,15925,AVI,22.991455,-82.410321
231,18:30,MCO, MEX,12:20,19406,AVI,28.431205,-81.308008
232,18:30,ORD, MEX,18:42,21749,AVI,41.974166,-87.9073
233,21:40,CUN, MEX,11:25,17893,AVI,21.040358,-86.873455
234,21:40,LAX, MEX,11:10,20645,AVI,33.941562,-118.408412
235,21:40,YYZ, MEX,13:50,26067,AVI,43.677764,-79.624959
236,23:20,HAV, MEX,15:45,14697,AVI,22.991455,-82.410321
237,23:20,JFK, MEX,11:50,29354,AVI,40.641235,-73.778263
238,23:20,MAD, MEX,05:00,19754,AVI,40.498324,-3.567469
239,23:20,MCO, MEX,12:20,23235,AVI,28.431205,-81.308008
240,23:20,MIA, MEX,10:30,21159,AVI,25.795814,-80.287169
241,23:20,ORD, MEX,18:42,33600,AVI,41.974166,-87.9073
242,23:55,HAV, MEX,15:45,15496,AVI,22.991455,-82.410321
243,05:40,DEN,MEX,11:21,234,UAL,39.856121,-104.673641
244,05:40,EWR,MEX,14:50,402,UAL,40.689588,-74.17443
245,05:40,LAS,MEX,11:19,249,UAL,36.084026,-115.153889
246,05:40,LAX,MEX,11:30,332,UAL,33.941562,-118.408412
247,05:40,LGA,MEX,16:47,402,UAL,40.777065,-73.873987
248,05:40,MAD,MEX,12:45,3254,UAL,40.498324,-3.567469
249,05:40,MCO,MEX,12:50,143,UAL,28.431205,-81.308008
250,05:40,MIA,MEX,12:59,345,UAL,25.795814,-80.287169
251,05:40,MUC,MEX,07:40,3099,UAL,48.353598,11.775135
252,05:40,SFO,MEX,12:05,483,UAL,37.621313,-122.378988
253,05:40,YUL,MEX,16:35,219,UAL,45.46561,-73.745299
254,05:40,YYZ,MEX,16:22,285,UAL,43.677764,-79.624959
255,06:05,DEN,MEX,14:28,234,UAL,39.856121,-104.673641
256,06:05,EWR,MEX,19:40,1265,UAL,40.689588,-74.17443
257,06:05,LAS,MEX,14:42,374,UAL,36.084026,-115.153889
258,06:05,LAX,MEX,12:24,332,UAL,33.941562,-118.408412
259,06:05,MAD,MEX,14:35,3838,UAL,40.498324,-3.567469
260,06:05,SFO,MEX,09:05,477,UAL,37.621313,-122.378988
261,06:05,YYZ,MEX,19:45,1420,UAL,43.677764,-79.624959
262,06:35,MUC,MEX,09:45,3099,UAL,48.353598,11.775135
263,07:50,DEN,MEX,13:26,255,UAL,39.856121,-104.673641
264,07:50,EWR,MEX,19:10,402,UAL,40.689588,-74.17443
265,07:50,LAS,MEX,15:50,249,UAL,36.084026,-115.153889
266,07:50,LAX,MEX,13:40,332,UAL,33.941562,-118.408412
267,07:50,LGA,MEX,16:47,402,UAL,40.777065,-73.873987
268,07:50,MAD,MEX,12:45,3254,UAL,40.498324,-3.567469
269,07:50,MCO,MEX,15:18,143,UAL,28.431205,-81.308008
270,07:50,MIA,MEX,22:06,1504,UAL,25.795814,-80.287169
271,07:50,MUC,MEX,09:45,3099,UAL,48.353598,11.775135
272,07:50,SFO,MEX,14:30,483,UAL,37.621313,-122.378988
273,08:10,DEN,MEX,16:08,1196,UAL,39.856121,-104.673641
274,08:10,EWR,MEX,17:45,1200,UAL,40.689588,-74.17443
275,08:10,LAS,MEX,21:52,1228,UAL,36.084026,-115.153889
276,08:10,LAX,MEX,20:25,1234,UAL,33.941562,-118.408412
277,08:10,LGA,MEX,19:14,402,UAL,40.777065,-73.873987
278,08:10,MCO,MEX,21:53,340,UAL,28.431205,-81.308008
279,08:10,MIA,MEX,23:59,1246,UAL,25.795814,-80.287169
280,08:10,SFO,MEX,18:28,1321,UAL,37.621313,-122.378988
281,08:10,YUL,MEX,18:02,570,UAL,45.46561,-73.745299
282,08:10,YYZ,MEX,20:37,337,UAL,43.677764,-79.624959
283,09:05,DEN,MEX,19:26,1783,UAL,39.856121,-104.673641
284,09:05,EWR,MEX,14:50,396,UAL,40.689588,-74.17443
285,09:05,MCO,MEX,22:28,1681,UAL,28.431205,-81.308008
286,09:05,MIA,MEX,22:06,1662,UAL,25.795814,-80.287169
287,09:05,MUC,MEX,07:20,3099,UAL,48.353598,11.775135
288,09:05,SFO,MEX,20:26,1712,UAL,37.621313,-122.378988
289,09:05,YUL,MEX,20:42,570,UAL,45.46561,-73.745299
290,09:05,YYZ,MEX,21:50,396,UAL,43.677764,-79.624959
291,09:40,DEN,MEX,17:57,1151,UAL,39.856121,-104.673641
292,09:40,EWR,MEX,20:53,1106,UAL,40.689588,-74.17443
293,09:40,LAS,MEX,20:12,1191,UAL,36.084026,-115.153889
294,09:40,LGA,MEX,18:49,402,UAL,40.777065,-73.873987
