,Hora_Salida,Destino,Origen,Hora_Llegada,Desde
0,04:50,BCN, MEX,12:50,21082
1,04:50,DEN, MEX,16:49,19192
2,04:50,HAV, MEX,12:00,15649
3,04:50,JFK, MEX,01:30,7496
4,04:50,LAS, MEX,15:50,20090
5,04:50,LAX, MEX,11:10,11118
6,04:50,MIA, MEX,11:40,10504
7,04:50,MUC, MEX,16:32,10401
8,04:50,SFO, MEX,00:15,7838
9,04:50,YUL, MEX,17:19,20741
10,04:50,YYZ, MEX,13:50,11973
11,05:00,BCN, MEX,09:15,20224
12,05:00,JFK, MEX,01:30,23460
13,05:00,MAD, MEX,05:00,19713
14,05:00,MIA, MEX,00:30,16140
15,05:00,MUC, MEX,11:25,18202
16,08:20,BCN, MEX,12:50,29148
17,08:20,MAD, MEX,10:50,28841
18,08:20,MUC, MEX,17:25,29434
19,08:35,BCN, MEX,12:50,21551
20,08:35,LAS, MEX,21:57,26136
21,08:35,MAD, MEX,12:25,20837
22,08:35,SFO, MEX,00:15,15325
23,10:05,BCN, MEX,12:50,21082
24,10:05,DEN, MEX,10:01,19192
25,10:05,LAS, MEX,21:57,20090
26,10:05,LAX, MEX,18:25,11118
27,10:05,MAD, MEX,12:25,20571
28,10:05,SFO, MEX,00:15,10770
29,13:40,MUC, MEX,16:32,32007
30,13:50,BCN, MEX,12:50,20224
31,13:50,JFK, MEX,02:50,25636
32,13:50,MAD, MEX,12:25,19713
33,13:50,MIA, MEX,00:30,12811
34,13:50,MUC, MEX,16:32,12259
35,13:50,YJB, MEX,18:40,20224
36,13:50,YYZ, MEX,13:50,36418
37,16:45,LAX, MEX,11:10,23238
38,16:45,YYZ, MEX,13:50,21398
39,16:50,DEN, MEX,10:12,24203
40,16:50,JFK, MEX,01:30,8176
41,16:50,LAX, MEX,11:10,14719
42,16:50,MCO, MEX,12:20,24819
43,16:50,MIA, MEX,11:40,18089
44,16:50,MUC, MEX,16:32,18537
45,16:50,SFO, MEX,00:15,12812
46,16:50,YUL, MEX,16:49,26937
47,16:50,YYZ, MEX,13:50,17393
48,18:30,HAV, MEX,11:45,15894
49,18:30,MCO, MEX,12:20,19367
50,18:30,ORD, MEX,18:42,21703
51,21:40,CUN, MEX,11:25,17859
52,21:40,LAX, MEX,11:10,20603
53,21:40,YYZ, MEX,13:50,26013
54,23:20,HAV, MEX,15:45,14669
55,23:20,JFK, MEX,11:50,29292
56,23:20,MAD, MEX,05:00,19713
57,23:20,MCO, MEX,12:20,23186
58,23:20,MIA, MEX,10:30,21114
59,23:20,ORD, MEX,18:42,33526
60,23:55,HAV, MEX,15:45,15466
